Code;Char;CharName;NormString;Layout
120420;𝙤;Mathematical Sans-Serif Bold Italic Small O;o;Mathematical Sans-Serif Bold Italic
120421;𝙥;Mathematical Sans-Serif Bold Italic Small P;p;Mathematical Sans-Serif Bold Italic
120422;𝙦;Mathematical Sans-Serif Bold Italic Small Q;q;Mathematical Sans-Serif Bold Italic
120423;𝙧;Mathematical Sans-Serif Bold Italic Small R;r;Mathematical Sans-Serif Bold Italic
120424;𝙨;Mathematical Sans-Serif Bold Italic Small S;s;Mathematical Sans-Serif Bold Italic
120425;𝙩;Mathematical Sans-Serif Bold Italic Small T;t;Mathematical Sans-Serif Bold Italic
120426;𝙪;Mathematical Sans-Serif Bold Italic Small U;u;Mathematical Sans-Serif Bold Italic
120427;𝙫;Mathematical Sans-Serif Bold Italic Small V;v;Mathematical Sans-Serif Bold Italic
120428;𝙬;Mathematical Sans-Serif Bold Italic Small W;w;Mathematical Sans-Serif Bold Italic
120429;𝙭;Mathematical Sans-Serif Bold Italic Small X;x;Mathematical Sans-Serif Bold Italic
120430;𝙮;Mathematical Sans-Serif Bold Italic Small Y;y;Mathematical Sans-Serif Bold Italic
120431;𝙯;Mathematical Sans-Serif Bold Italic Small Z;z;Mathematical Sans-Serif Bold Italic
120432;𝙰;Mathematical Monospace Capital A;A;Mathematical Monospace
120433;𝙱;Mathematical Monospace Capital B;B;Mathematical Monospace
120434;𝙲;Mathematical Monospace Capital C;C;Mathematical Monospace
120435;𝙳;Mathematical Monospace Capital D;D;Mathematical Monospace
120436;𝙴;Mathematical Monospace Capital E;E;Mathematical Monospace
120437;𝙵;Mathematical Monospace Capital F;F;Mathematical Monospace
120438;𝙶;Mathematical Monospace Capital G;G;Mathematical Monospace
120439;𝙷;Mathematical Monospace Capital H;H;Mathematical Monospace
120440;𝙸;Mathematical Monospace Capital I;I;Mathematical Monospace
120441;𝙹;Mathematical Monospace Capital J;J;Mathematical Monospace
120442;𝙺;Mathematical Monospace Capital K;K;Mathematical Monospace
120443;𝙻;Mathematical Monospace Capital L;L;Mathematical Monospace
120444;𝙼;Mathematical Monospace Capital M;M;Mathematical Monospace
120445;𝙽;Mathematical Monospace Capital N;N;Mathematical Monospace
120446;𝙾;Mathematical Monospace Capital O;O;Mathematical Monospace
120447;𝙿;Mathematical Monospace Capital P;P;Mathematical Monospace
120448;𝚀;Mathematical Monospace Capital Q;Q;Mathematical Monospace
120449;𝚁;Mathematical Monospace Capital R;R;Mathematical Monospace
120450;𝚂;Mathematical Monospace Capital S;S;Mathematical Monospace
120451;𝚃;Mathematical Monospace Capital T;T;Mathematical Monospace
120452;𝚄;Mathematical Monospace Capital U;U;Mathematical Monospace
120453;𝚅;Mathematical Monospace Capital V;V;Mathematical Monospace
120454;𝚆;Mathematical Monospace Capital W;W;Mathematical Monospace
120455;𝚇;Mathematical Monospace Capital X;X;Mathematical Monospace
120456;𝚈;Mathematical Monospace Capital Y;Y;Mathematical Monospace
120457;𝚉;Mathematical Monospace Capital Z;Z;Mathematical Monospace
120458;𝚊;Mathematical Monospace Small A;a;Mathematical Monospace
120459;𝚋;Mathematical Monospace Small B;b;Mathematical Monospace
120460;𝚌;Mathematical Monospace Small C;c;Mathematical Monospace
120461;𝚍;Mathematical Monospace Small D;d;Mathematical Monospace
120462;𝚎;Mathematical Monospace Small E;e;Mathematical Monospace
120463;𝚏;Mathematical Monospace Small F;f;Mathematical Monospace
120464;𝚐;Mathematical Monospace Small G;g;Mathematical Monospace
120465;𝚑;Mathematical Monospace Small H;h;Mathematical Monospace
120466;𝚒;Mathematical Monospace Small I;i;Mathematical Monospace
120467;𝚓;Mathematical Monospace Small J;j;Mathematical Monospace
120468;𝚔;Mathematical Monospace Small K;k;Mathematical Monospace
120469;𝚕;Mathematical Monospace Small L;l;Mathematical Monospace
120470;𝚖;Mathematical Monospace Small M;m;Mathematical Monospace
120471;𝚗;Mathematical Monospace Small N;n;Mathematical Monospace
120472;𝚘;Mathematical Monospace Small O;o;Mathematical Monospace
120473;𝚙;Mathematical Monospace Small P;p;Mathematical Monospace
120474;𝚚;Mathematical Monospace Small Q;q;Mathematical Monospace
120475;𝚛;Mathematical Monospace Small R;r;Mathematical Monospace
120476;𝚜;Mathematical Monospace Small S;s;Mathematical Monospace
120477;𝚝;Mathematical Monospace Small T;t;Mathematical Monospace
120478;𝚞;Mathematical Monospace Small U;u;Mathematical Monospace
120479;𝚟;Mathematical Monospace Small V;v;Mathematical Monospace
120480;𝚠;Mathematical Monospace Small W;w;Mathematical Monospace
120481;𝚡;Mathematical Monospace Small X;x;Mathematical Monospace
120482;𝚢;Mathematical Monospace Small Y;y;Mathematical Monospace
127248;🄐;Parenthesized Latin Capital Letter A;(A);Parenthesized
127249;🄑;Parenthesized Latin Capital Letter B;(B);Parenthesized
127250;🄒;Parenthesized Latin Capital Letter C;(C);Parenthesized
127251;🄓;Parenthesized Latin Capital Letter D;(D);Parenthesized
127252;🄔;Parenthesized Latin Capital Letter E;(E);Parenthesized
127253;🄕;Parenthesized Latin Capital Letter F;(F);Parenthesized
127254;🄖;Parenthesized Latin Capital Letter G;(G);Parenthesized
127255;🄗;Parenthesized Latin Capital Letter H;(H);Parenthesized
127256;🄘;Parenthesized Latin Capital Letter I;(I);Parenthesized
127257;🄙;Parenthesized Latin Capital Letter J;(J);Parenthesized
127258;🄚;Parenthesized Latin Capital Letter K;(K);Parenthesized
127259;🄛;Parenthesized Latin Capital Letter L;(L);Parenthesized
127260;🄜;Parenthesized Latin Capital Letter M;(M);Parenthesized
127261;🄝;Parenthesized Latin Capital Letter N;(N);Parenthesized
127262;🄞;Parenthesized Latin Capital Letter O;(O);Parenthesized
127263;🄟;Parenthesized Latin Capital Letter P;(P);Parenthesized
127264;🄠;Parenthesized Latin Capital Letter Q;(Q);Parenthesized
127265;🄡;Parenthesized Latin Capital Letter R;(R);Parenthesized
127266;🄢;Parenthesized Latin Capital Letter S;(S);Parenthesized
127267;🄣;Parenthesized Latin Capital Letter T;(T);Parenthesized
127268;🄤;Parenthesized Latin Capital Letter U;(U);Parenthesized
127269;🄥;Parenthesized Latin Capital Letter V;(V);Parenthesized
127270;🄦;Parenthesized Latin Capital Letter W;(W);Parenthesized
127271;🄧;Parenthesized Latin Capital Letter X;(X);Parenthesized
127272;🄨;Parenthesized Latin Capital Letter Y;(Y);Parenthesized
127273;🄩;Parenthesized Latin Capital Letter Z;(Z);Parenthesized
127274;🄪;Tortoise Shell Bracketed Latin Capital Letter S;(S);Tortoise Shell Bracketed
127275;🄫;Circled Italic Latin Capital Letter C;(C);Circled Italic
127276;🄬;Circled Italic Latin Capital Letter R;(R);Circled Italic
127280;🄰;Squared Latin Capital Letter A;(A);Squared
127281;🄱;Squared Latin Capital Letter B;(B);Squared
127282;🄲;Squared Latin Capital Letter C;(C);Squared
127283;🄳;Squared Latin Capital Letter D;(D);Squared
127284;🄴;Squared Latin Capital Letter E;(E);Squared
127285;🄵;Squared Latin Capital Letter F;(F);Squared
127286;🄶;Squared Latin Capital Letter G;(G);Squared
127287;🄷;Squared Latin Capital Letter H;(H);Squared
127288;🄸;Squared Latin Capital Letter I;(I);Squared
127289;🄹;Squared Latin Capital Letter J;(J);Squared
127290;🄺;Squared Latin Capital Letter K;(K);Squared
127291;🄻;Squared Latin Capital Letter L;(L);Squared
127292;🄼;Squared Latin Capital Letter M;(M);Squared
127293;🄽;Squared Latin Capital Letter N;(N);Squared
127294;🄾;Squared Latin Capital Letter O;(O);Squared
127295;🄿;Squared Latin Capital Letter P;(P);Squared
127296;🅀;Squared Latin Capital Letter Q;(Q);Squared
127297;🅁;Squared Latin Capital Letter R;(R);Squared
127298;🅂;Squared Latin Capital Letter S;(S);Squared
127299;🅃;Squared Latin Capital Letter T;(T);Squared
127300;🅄;Squared Latin Capital Letter U;(U);Squared
127301;🅅;Squared Latin Capital Letter V;(V);Squared
127302;🅆;Squared Latin Capital Letter W;(W);Squared
127303;🅇;Squared Latin Capital Letter X;(X);Squared
127304;🅈;Squared Latin Capital Letter Y;(Y);Squared
127305;🅉;Squared Latin Capital Letter Z;(Z);Squared
127312;🅐;Negative Circled Latin Capital Letter A;(A);Negative Circled
127313;🅑;Negative Circled Latin Capital Letter B;(B);Negative Circled
127314;🅒;Negative Circled Latin Capital Letter C;(C);Negative Circled
127315;🅓;Negative Circled Latin Capital Letter D;(D);Negative Circled
127316;🅔;Negative Circled Latin Capital Letter E;(E);Negative Circled
127317;🅕;Negative Circled Latin Capital Letter F;(F);Negative Circled
127318;🅖;Negative Circled Latin Capital Letter G;(G);Negative Circled
127319;🅗;Negative Circled Latin Capital Letter H;(H);Negative Circled
127320;🅘;Negative Circled Latin Capital Letter I;(I);Negative Circled
127321;🅙;Negative Circled Latin Capital Letter J;(J);Negative Circled
127322;🅚;Negative Circled Latin Capital Letter K;(K);Negative Circled
127323;🅛;Negative Circled Latin Capital Letter L;(L);Negative Circled
127324;🅜;Negative Circled Latin Capital Letter M;(M);Negative Circled
127325;🅝;Negative Circled Latin Capital Letter N;(N);Negative Circled
127326;🅞;Negative Circled Latin Capital Letter O;(O);Negative Circled
127327;🅟;Negative Circled Latin Capital Letter P;(P);Negative Circled
127328;🅠;Negative Circled Latin Capital Letter Q;(Q);Negative Circled
127329;🅡;Negative Circled Latin Capital Letter R;(R);Negative Circled
127330;🅢;Negative Circled Latin Capital Letter S;(S);Negative Circled
127331;🅣;Negative Circled Latin Capital Letter T;(T);Negative Circled
127332;🅤;Negative Circled Latin Capital Letter U;(U);Negative Circled
127333;🅥;Negative Circled Latin Capital Letter V;(V);Negative Circled
127334;🅦;Negative Circled Latin Capital Letter W;(W);Negative Circled
127335;🅧;Negative Circled Latin Capital Letter X;(X);Negative Circled
127336;🅨;Negative Circled Latin Capital Letter Y;(Y);Negative Circled
127337;🅩;Negative Circled Latin Capital Letter Z;(Z);Negative Circled
127344;🅰;Negative Squared Latin Capital Letter A;(A);Negative Squared
127345;🅱;Negative Squared Latin Capital Letter B;(B);Negative Squared
127346;🅲;Negative Squared Latin Capital Letter C;(C);Negative Squared
127347;🅳;Negative Squared Latin Capital Letter D;(D);Negative Squared
127348;🅴;Negative Squared Latin Capital Letter E;(E);Negative Squared
127349;🅵;Negative Squared Latin Capital Letter F;(F);Negative Squared
127350;🅶;Negative Squared Latin Capital Letter G;(G);Negative Squared
127351;🅷;Negative Squared Latin Capital Letter H;(H);Negative Squared
127352;🅸;Negative Squared Latin Capital Letter I;(I);Negative Squared
127353;🅹;Negative Squared Latin Capital Letter J;(J);Negative Squared
127354;🅺;Negative Squared Latin Capital Letter K;(K);Negative Squared
127355;🅻;Negative Squared Latin Capital Letter L;(L);Negative Squared
127356;🅼;Negative Squared Latin Capital Letter M;(M);Negative Squared
127357;🅽;Negative Squared Latin Capital Letter N;(N);Negative Squared
127358;🅾;Negative Squared Latin Capital Letter O;(O);Negative Squared
127359;🅿;Negative Squared Latin Capital Letter P;(P);Negative Squared
127360;🆀;Negative Squared Latin Capital Letter Q;(Q);Negative Squared
127361;🆁;Negative Squared Latin Capital Letter R;(R);Negative Squared
127362;🆂;Negative Squared Latin Capital Letter S;(S);Negative Squared
127363;🆃;Negative Squared Latin Capital Letter T;(T);Negative Squared
127364;🆄;Negative Squared Latin Capital Letter U;(U);Negative Squared
127365;🆅;Negative Squared Latin Capital Letter V;(V);Negative Squared
127366;🆆;Negative Squared Latin Capital Letter W;(W);Negative Squared
127367;🆇;Negative Squared Latin Capital Letter X;(X);Negative Squared
127368;🆈;Negative Squared Latin Capital Letter Y;(Y);Negative Squared
127369;🆉;Negative Squared Latin Capital Letter Z;(Z);Negative Squared
127370;🆊;Crossed Negative Squared Latin Capital Letter P;(P);Crossed Negative Squared
127397;🆥;Squared Latin Small Letter D;(d);Squared
127462;🇦;Regional Indicator Symbol Letter A;A;Regional Indicator
127463;🇧;Regional Indicator Symbol Letter B;B;Regional Indicator
127464;🇨;Regional Indicator Symbol Letter C;C;Regional Indicator
127465;🇩;Regional Indicator Symbol Letter D;D;Regional Indicator
127466;🇪;Regional Indicator Symbol Letter E;E;Regional Indicator
127467;🇫;Regional Indicator Symbol Letter F;F;Regional Indicator
127468;🇬;Regional Indicator Symbol Letter G;G;Regional Indicator
127469;🇭;Regional Indicator Symbol Letter H;H;Regional Indicator
127470;🇮;Regional Indicator Symbol Letter I;I;Regional Indicator
127471;🇯;Regional Indicator Symbol Letter J;J;Regional Indicator
127472;🇰;Regional Indicator Symbol Letter K;K;Regional Indicator
127473;🇱;Regional Indicator Symbol Letter L;L;Regional Indicator
127474;🇲;Regional Indicator Symbol Letter M;M;Regional Indicator
127475;🇳;Regional Indicator Symbol Letter N;N;Regional Indicator
127476;🇴;Regional Indicator Symbol Letter O;O;Regional Indicator
127477;🇵;Regional Indicator Symbol Letter P;P;Regional Indicator
127478;🇶;Regional Indicator Symbol Letter Q;Q;Regional Indicator
127479;🇷;Regional Indicator Symbol Letter R;R;Regional Indicator
127480;🇸;Regional Indicator Symbol Letter S;S;Regional Indicator
127481;🇹;Regional Indicator Symbol Letter T;T;Regional Indicator
127482;🇺;Regional Indicator Symbol Letter U;U;Regional Indicator
127483;🇻;Regional Indicator Symbol Letter V;V;Regional Indicator
127484;🇼;Regional Indicator Symbol Letter W;W;Regional Indicator
127485;🇽;Regional Indicator Symbol Letter X;X;Regional Indicator
127486;🇾;Regional Indicator Symbol Letter Y;Y;Regional Indicator
127487;🇿;Regional Indicator Symbol Letter Z;Z;Regional Indicator
